0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.329914554016571,0.5175396488478733,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.329914554016571,0.5175396488478733,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.329914554016571,0.5175396488478733,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.295311339347392,0.6624945125228837,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.295311339347392,0.6624945125228837,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.295311339347392,0.6624945125228837,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2607081246782132,0.8074493761978941,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2607081246782132,0.8074493761978941,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2607081246782132,0.8074493761978941,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2261049100090338,0.9524042398729047,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2261049100090338,0.9524042398729047,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2261049100090338,0.9524042398729047,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0725235188746027,1.097359103547915,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0725235188746027,1.097359103547915,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0725235188746027,1.097359103547915,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9189421277401709,1.2423139672229255,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9189421277401709,1.2423139672229255,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9189421277401709,1.2423139672229255,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7653607366057392,1.387268830897936,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7653607366057392,1.387268830897936,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7653607366057392,1.387268830897936,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5861824469488981,1.5322236945729464,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5861824469488981,1.5322236945729464,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5861824469488981,1.5322236945729464,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40700415729205747,1.6771785582479568,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.40700415729205747,1.6771785582479568,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.40700415729205747,1.6771785582479568,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
