temperature,hour,day,month,dayofweek,weather_condition_clear-day,weather_condition_clear-night,weather_condition_cloudy,weather_condition_fog,weather_condition_rain,weather_condition_snow,weather_condition_wind,weather_condition_None,location_name_Kaiserstraße,location_name_Schönbornstraße,location_name_Spiegelstraße,predictions,drift
0.07329644322217484,-1.3668735789272626,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.58,True
-0.00396826898434592,-1.2219187152522522,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.18,True
-0.00396826898434592,-1.2219187152522522,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.76,True
-0.00396826898434592,-1.2219187152522522,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.1,True
0.15245722198591163,-1.0769638515772417,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.54,True
0.15245722198591163,-1.0769638515772417,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.94,True
0.15245722198591163,-1.0769638515772417,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.32,True
0.3088827129561689,-0.9320089879022313,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.33,True
0.3088827129561689,-0.9320089879022313,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.73,True
0.3088827129561689,-0.9320089879022313,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.7,True
0.46530820392642647,-0.7870541242272208,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,True
0.46530820392642647,-0.7870541242272208,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.68,True
0.46530820392642647,-0.7870541242272208,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.3,True
0.6269478779290236,-0.6420992605522103,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,245.57,True
0.6269478779290236,-0.6420992605522103,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.27,True
0.6269478779290236,-0.6420992605522103,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245.74,True
0.7885875519316209,-0.4971443968771999,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,407.33,True
0.7885875519316209,-0.4971443968771999,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,372.43,True
0.7885875519316209,-0.4971443968771999,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410.36,True
0.9502272259342182,-0.35218953320218943,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,582.86,True
0.9502272259342182,-0.35218953320218943,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,435.11,True
0.9502272259342182,-0.35218953320218943,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,519.82,True
1.0606731028920076,-0.20723466952717898,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,656.74,True
1.0606731028920076,-0.20723466952717898,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,593.17,True
1.0606731028920076,-0.20723466952717898,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,613.9,True
1.1711189798497965,-0.06227980585216853,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,766.96,True
1.1711189798497965,-0.06227980585216853,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,753.91,True
1.1711189798497965,-0.06227980585216853,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,657.13,True
1.2815648568075861,0.08267505782284193,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,954.56,True
1.2815648568075861,0.08267505782284193,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,917.84,True
1.2815648568075861,0.08267505782284193,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,735.76,True
1.3337066871310042,0.22762992149785238,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,985.67,True
1.3337066871310042,0.22762992149785238,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,937.3,True
1.3337066871310042,0.22762992149785238,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,752.78,True
1.3858485174544206,0.3725847851728628,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,953.47,True
1.3858485174544206,0.3725847851728628,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,935.15,True
1.3858485174544206,0.3725847851728628,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,780.53,True
